dataset,subject,task,n_samples,n_eeg_features,n_fmri_grid_features,tr_sec,seconds,eeg_path,fmri_path
xp1,sub-xp105,MIpre,98,320,256,2.0,3.24,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/eeg/sub-xp105_task-MIpre_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/func/sub-xp105_task-MIpre_bold.nii.gz
xp1,sub-xp105,MIpost,98,320,256,2.0,3.42,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/eeg/sub-xp105_task-MIpost_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/func/sub-xp105_task-MIpost_bold.nii.gz
xp1,sub-xp105,motorloc,158,320,256,2.0,4.2,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/eeg/sub-xp105_task-motorloc_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/func/sub-xp105_task-motorloc_bold.nii.gz
xp1,sub-xp105,eegNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/eeg/sub-xp105_task-eegNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/func/sub-xp105_task-eegNF_bold.nii.gz
xp1,sub-xp105,fmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/eeg/sub-xp105_task-fmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/func/sub-xp105_task-fmriNF_bold.nii.gz
xp1,sub-xp105,eegfmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/eeg/sub-xp105_task-eegfmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp105/func/sub-xp105_task-eegfmriNF_bold.nii.gz
xp1,sub-xp106,MIpre,98,320,256,2.0,3.71,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/eeg/sub-xp106_task-MIpre_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/func/sub-xp106_task-MIpre_bold.nii.gz
xp1,sub-xp106,MIpost,52,320,256,2.0,3.32,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/eeg/sub-xp106_task-MIpost_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/func/sub-xp106_task-MIpost_bold.nii.gz
xp1,sub-xp106,motorloc,158,320,256,2.0,4.04,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/eeg/sub-xp106_task-motorloc_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/func/sub-xp106_task-motorloc_bold.nii.gz
xp1,sub-xp106,eegNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/eeg/sub-xp106_task-eegNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/func/sub-xp106_task-eegNF_bold.nii.gz
xp1,sub-xp106,fmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/eeg/sub-xp106_task-fmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/func/sub-xp106_task-fmriNF_bold.nii.gz
xp1,sub-xp106,eegfmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/eeg/sub-xp106_task-eegfmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp106/func/sub-xp106_task-eegfmriNF_bold.nii.gz
xp1,sub-xp107,MIpre,98,320,256,2.0,3.34,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/eeg/sub-xp107_task-MIpre_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/func/sub-xp107_task-MIpre_bold.nii.gz
xp1,sub-xp107,MIpost,98,320,256,2.0,3.29,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/eeg/sub-xp107_task-MIpost_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/func/sub-xp107_task-MIpost_bold.nii.gz
xp1,sub-xp107,motorloc,158,320,256,2.0,4.06,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/eeg/sub-xp107_task-motorloc_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/func/sub-xp107_task-motorloc_bold.nii.gz
xp1,sub-xp107,eegNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/eeg/sub-xp107_task-eegNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/func/sub-xp107_task-eegNF_bold.nii.gz
xp1,sub-xp107,fmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/eeg/sub-xp107_task-fmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/func/sub-xp107_task-fmriNF_bold.nii.gz
xp1,sub-xp107,eegfmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/eeg/sub-xp107_task-eegfmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp107/func/sub-xp107_task-eegfmriNF_bold.nii.gz
xp1,sub-xp108,MIpre,98,320,256,2.0,3.02,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/eeg/sub-xp108_task-MIpre_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/func/sub-xp108_task-MIpre_bold.nii.gz
xp1,sub-xp108,MIpost,98,320,256,2.0,3.25,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/eeg/sub-xp108_task-MIpost_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/func/sub-xp108_task-MIpost_bold.nii.gz
xp1,sub-xp108,motorloc,158,320,256,2.0,3.88,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/eeg/sub-xp108_task-motorloc_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/func/sub-xp108_task-motorloc_bold.nii.gz
xp1,sub-xp108,eegNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/eeg/sub-xp108_task-eegNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/func/sub-xp108_task-eegNF_bold.nii.gz
xp1,sub-xp108,fmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/eeg/sub-xp108_task-fmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/func/sub-xp108_task-fmriNF_bold.nii.gz
xp1,sub-xp108,eegfmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/eeg/sub-xp108_task-eegfmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp108/func/sub-xp108_task-eegfmriNF_bold.nii.gz
xp1,sub-xp109,motorloc,158,320,256,2.0,6.51,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/eeg/sub-xp109_task-motorloc_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/func/sub-xp109_task-motorloc_bold.nii.gz
xp1,sub-xp109,eegNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/eeg/sub-xp109_task-eegNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/func/sub-xp109_task-eegNF_bold.nii.gz
xp1,sub-xp109,fmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/eeg/sub-xp109_task-fmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/func/sub-xp109_task-fmriNF_bold.nii.gz
xp1,sub-xp109,eegfmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/eeg/sub-xp109_task-eegfmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp109/func/sub-xp109_task-eegfmriNF_bold.nii.gz
xp1,sub-xp110,MIpre,98,320,256,2.0,3.68,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/eeg/sub-xp110_task-MIpre_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/func/sub-xp110_task-MIpre_bold.nii.gz
xp1,sub-xp110,MIpost,98,320,256,2.0,3.2,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/eeg/sub-xp110_task-MIpost_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/func/sub-xp110_task-MIpost_bold.nii.gz
xp1,sub-xp110,motorloc,158,320,256,2.0,4.38,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/eeg/sub-xp110_task-motorloc_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/func/sub-xp110_task-motorloc_bold.nii.gz
xp1,sub-xp110,eegNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/eeg/sub-xp110_task-eegNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/func/sub-xp110_task-eegNF_bold.nii.gz
xp1,sub-xp110,fmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/eeg/sub-xp110_task-fmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/func/sub-xp110_task-fmriNF_bold.nii.gz
xp1,sub-xp110,eegfmriNF,198,320,256,2.0,0.0,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/eeg/sub-xp110_task-eegfmriNF_eeg.vhdr,/home/sudaxin/projects/paired_data/downloads/paired_datasets/Motor_imagery_neurofeedback_XP1_OpenNeuro_ds002336/sub-xp110/func/sub-xp110_task-eegfmriNF_bold.nii.gz
